text,discourse_relation
Place your first settlement?,background
now i could trade,background
good stuff. see you guys tomorrow :),background
who is it we need ,background
"So the day of the funeral passed away, and similar days followed, of dark, wearisome pain.",background
i am getting a trade for sheep,background
I have ore,background
>>> nelsen has won the game with 10 points.,background
"Haha, fingers crossed!",background
not me bro..,background
still none,background
methinks I missed the sheep train earlier,background
good luck,background
the robber's sitting on my field sadly,background
a lot of 7s coming up this game.,background
hey,background
does the robber do anything,background
we all seem to have a surfeit.,background
we can set the new one up in the meantime,background
thanks guys,background
at least i forgot to play it,background
I should have offered up wood for free,background
i could spare ore,background
methinks I missed the sheep train earlier,background
yep saturday's looking promising,background
"haha me too, 6 now",background
"Was getting mixed up with army,",background
"cheers, well played ccg",background
"OUR scene is laid in Northern Jutland, in the so-called wild moor.",background
have none to give,background
I have played a lot ,background
I'd like some wheat?,background
we seem to be abundant,background
"A little tree stood near the ash-heap and said, Ash-heap, why art thou burning?",background
no,background
Congrats!,background
ghettoette - i can give wood for brick,background
or is it getting too late for you guys?,background
need mine,background
i'm enjoying these emoticons,background
thanks,background
"gotta go all,",background
no ore sorry,background
"No, thank you, Mrs Cat, answered the wolf.",background
please CC markus in,background
we'll see how the board treats us,background
i need to run,background
I'm all wheaty,background
game log says it...,background
see you then hopefully!,background
>>> gramos has won the game with 10 points.,background
"And on the third morning stood water for washing and water for drinking before the mans daughter, and milk for washing and wine for drinking, before the womans daughter, and so it continued.",background
"sorry I said no clay,",background
I'd like to see it.,background
yes,background
don't have 2 wheat,background
just innis to come,background
am clayless :(,background
contact me for the money,background
>>> yiin has won the game with 10 points.,background
good luck all,background
"trade,",background
no wheat,background
now i could trade,background
sure,background
you can continue even if one player leaves,background
"anyway, good game guys.",background
yeah that's fine with me.,background
no wheat,background
email sent,background
